frame,left_foot_x,left_foot_y,right_foot_x,right_foot_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
1,0.08135722577571869,0.7735439538955688,0.053072571754455566,0.7793701887130737,0.11221130937337875,0.8107349872589111,0.06967498362064362,0.8153843283653259,0.1485881358385086,0.5384186506271362,0.107041135430336,0.5249252319335938
2,0.0822640061378479,0.7746382355690002,0.04808409512042999,0.7743173241615295,0.11508451402187347,0.8100811243057251,0.06341113150119781,0.8095567226409912,0.14872239530086517,0.5366909503936768,0.1089763417840004,0.51725834608078
3,0.08244577795267105,0.7748873829841614,0.04350803792476654,0.7704839110374451,0.11501190811395645,0.8091785311698914,0.05589662864804268,0.8033166527748108,0.14869824051856995,0.5357257127761841,0.1091979518532753,0.5143736004829407
4,0.08243835717439651,0.7764677405357361,0.037608277052640915,0.7712422609329224,0.11601537466049194,0.8089790940284729,0.05301686003804207,0.8041537404060364,0.14792948961257935,0.535783052444458,0.10910271108150482,0.5140963792800903
5,0.08254687488079071,0.7773133516311646,0.03399805352091789,0.7715250849723816,0.11741702258586884,0.8089733123779297,0.0513995997607708,0.8046528100967407,0.14737233519554138,0.5355170965194702,0.109066903591156,0.5131237506866455
6,0.08254896104335785,0.7774099707603455,0.029521023854613304,0.771300196647644,0.11823860555887222,0.8089120388031006,0.04655108600854874,0.8052265644073486,0.14678534865379333,0.5351037979125977,0.10871443897485733,0.5128048062324524
7,0.08243706077337265,0.7775267958641052,0.026994332671165466,0.7704628705978394,0.11886638402938843,0.8089056611061096,0.04232423007488251,0.8052809238433838,0.14535273611545563,0.5348637700080872,0.1068863496184349,0.5125048160552979
8,0.08232083171606064,0.7777144908905029,0.0247114896774292,0.7703325748443604,0.11902978271245956,0.8089311718940735,0.03958553820848465,0.8055590987205505,0.14366886019706726,0.534892737865448,0.10463547706604004,0.512687623500824
9,0.08221597969532013,0.7782801985740662,0.02568875625729561,0.7698327302932739,0.11972103267908096,0.8089302778244019,0.03585975989699364,0.8055320978164673,0.14000405371189117,0.5347694754600525,0.09931452572345734,0.5127031207084656
10,0.08224788308143616,0.778266966342926,0.02517472207546234,0.7700071334838867,0.12001361697912216,0.8086241483688354,0.03801460564136505,0.8056305050849915,0.13708336651325226,0.5342988967895508,0.09543289244174957,0.5124422311782837
