frame,left_foot_x,left_foot_y,right_foot_x,right_foot_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,time_s
24,0.3180302083492279,0.701882004737854,0.40780729055404663,0.750705361366272,0.32171905040740967,0.7672363519668579,0.4398408532142639,0.7722983360290527,0.3821248710155487,0.48760026693344116,0.3843059539794922,0.4895331561565399,0.8008000000000001
25,0.31999361515045166,0.7000236511230469,0.40592294931411743,0.7506844401359558,0.32443490624427795,0.7642707824707031,0.436759889125824,0.7700486779212952,0.3820934593677521,0.486691415309906,0.3842777907848358,0.48904651403427124,0.8341666666666667
26,0.3230352997779846,0.6995108723640442,0.40392476320266724,0.7507153749465942,0.3302513360977173,0.7629202008247375,0.43516838550567627,0.7700768709182739,0.3820256292819977,0.4864078760147095,0.3842056095600128,0.488698810338974,0.8675333333333334
27,0.3264578580856323,0.6979162693023682,0.4015757143497467,0.7509392499923706,0.3338491916656494,0.7624536156654358,0.4340302646160126,0.7720288038253784,0.3819800317287445,0.48673775792121887,0.38328707218170166,0.48886218667030334,0.9009
28,0.3309780955314636,0.6975569725036621,0.39988917112350464,0.7499141097068787,0.3411056101322174,0.763306736946106,0.4302668273448944,0.7728800177574158,0.38190749287605286,0.48606082797050476,0.382262647151947,0.4877573549747467,0.9342666666666667
29,0.33524540066719055,0.6972037553787231,0.39781543612480164,0.7485567927360535,0.3464435636997223,0.7635225653648376,0.42749693989753723,0.7735171318054199,0.38048094511032104,0.4859207272529602,0.38198262453079224,0.48676612973213196,0.9676333333333333
30,0.3397415280342102,0.6966533064842224,0.3958974778652191,0.7485679388046265,0.349658340215683,0.7636772990226746,0.4256180226802826,0.7738293409347534,0.37849804759025574,0.4859728515148163,0.3820837736129761,0.4859181046485901,1.0010000000000001
31,0.34365206956863403,0.6968998312950134,0.3926923871040344,0.7485994100570679,0.3548172414302826,0.7637292146682739,0.4239555597305298,0.7738381624221802,0.37921711802482605,0.4860880374908447,0.38161423802375793,0.48596373200416565,1.0343666666666667
32,0.3596440851688385,0.7148682475090027,0.38526374101638794,0.7446944713592529,0.3838312029838562,0.763704776763916,0.4172172546386719,0.7738204002380371,0.37975814938545227,0.48559343814849854,0.3814053237438202,0.4855360686779022,1.0677333333333334
33,0.35782337188720703,0.7241859436035156,0.3876221179962158,0.743937611579895,0.37679749727249146,0.7608351111412048,0.4188755750656128,0.7741314172744751,0.37975260615348816,0.4841288626194,0.38166552782058716,0.4842606484889984,1.1011
34,0.3577898144721985,0.7237161993980408,0.38961607217788696,0.7438298463821411,0.36987581849098206,0.7630881071090698,0.4195888638496399,0.7741222381591797,0.37976211309432983,0.4826388657093048,0.3826694190502167,0.4827156662940979,1.1344666666666667
35,0.36405685544013977,0.7209067344665527,0.39033663272857666,0.7422499060630798,0.37063905596733093,0.7622647881507874,0.41944772005081177,0.7708053588867188,0.37967395782470703,0.47981885075569153,0.3837851881980896,0.479325532913208,1.1678333333333333
36,0.3695356249809265,0.7192807197570801,0.38709357380867004,0.7401151061058044,0.3880373239517212,0.7465794682502747,0.41589346528053284,0.7690431475639343,0.3795906901359558,0.47786498069763184,0.38413673639297485,0.47739702463150024,1.2012
37,0.37387943267822266,0.7204502820968628,0.3850471079349518,0.7401787638664246,0.39056652784347534,0.7467964291572571,0.41346049308776855,0.7674416303634644,0.3802039325237274,0.4764328598976135,0.38405004143714905,0.4764365255832672,1.2345666666666666
38,0.37703412771224976,0.7242574095726013,0.3809659481048584,0.7412125468254089,0.3994986116886139,0.7466921806335449,0.41167840361595154,0.7678177356719971,0.3811122179031372,0.47580528259277344,0.3839145600795746,0.4759675860404968,1.2679333333333334
39,0.3780827522277832,0.7257767915725708,0.37903445959091187,0.7412852048873901,0.3991403579711914,0.7476208806037903,0.40893974900245667,0.7680523991584778,0.3815003037452698,0.47562605142593384,0.3838650584220886,0.47612717747688293,1.3013000000000001
40,0.38155800104141235,0.7228341102600098,0.3768666684627533,0.7413287162780762,0.40035057067871094,0.746086061000824,0.4078475534915924,0.7684465050697327,0.3833804428577423,0.47403836250305176,0.3838326930999756,0.47538134455680847,1.3346666666666667
41,0.38019391894340515,0.7239429950714111,0.3786880671977997,0.7404868602752686,0.40118056535720825,0.7445507645606995,0.40703871846199036,0.7697271704673767,0.38332295417785645,0.47382667660713196,0.38381198048591614,0.4747024178504944,1.3680333333333334
42,0.37791693210601807,0.7264677882194519,0.38007381558418274,0.7402396202087402,0.3995736539363861,0.7462175488471985,0.4080067276954651,0.7705832123756409,0.3832380473613739,0.47394639253616333,0.38379088044166565,0.47446995973587036,1.4014
43,0.37574303150177,0.7255860567092896,0.38080862164497375,0.7349911332130432,0.39639779925346375,0.7468538284301758,0.4090859293937683,0.7654856443405151,0.3823074400424957,0.4728487432003021,0.3837781548500061,0.47207027673721313,1.4347666666666667
44,0.37797874212265015,0.7265870571136475,0.3811824321746826,0.7323362231254578,0.40570008754730225,0.7493035197257996,0.41175222396850586,0.7614878416061401,0.382283478975296,0.47270238399505615,0.3837670385837555,0.4707135260105133,1.4681333333333333
45,0.38458770513534546,0.7294794917106628,0.3743736743927002,0.7368884682655334,0.4126596450805664,0.7509407997131348,0.40795689821243286,0.7625172734260559,0.3832184970378876,0.47247183322906494,0.3835897743701935,0.4707532525062561,1.5015
46,0.3967158794403076,0.727225124835968,0.364349365234375,0.7440241575241089,0.4222947061061859,0.7514714002609253,0.39460641145706177,0.7687259912490845,0.3857244849205017,0.47230181097984314,0.3823172152042389,0.4710446894168854,1.5348666666666666
47,0.4012707471847534,0.7265642881393433,0.36138680577278137,0.746692955493927,0.43323254585266113,0.7495095133781433,0.3890869617462158,0.7721418738365173,0.38654252886772156,0.47232183814048767,0.38098645210266113,0.4711245000362396,1.5682333333333334
48,0.4048374891281128,0.7258473634719849,0.3602606952190399,0.7487021684646606,0.4366050660610199,0.7479586601257324,0.3879862427711487,0.7734845280647278,0.38666144013404846,0.47229722142219543,0.37970224022865295,0.47134658694267273,1.6016000000000001
49,0.4138845205307007,0.7245320677757263,0.35956212878227234,0.7490242719650269,0.44705840945243835,0.7442160844802856,0.38587653636932373,0.7741420269012451,0.3863896131515503,0.47233548760414124,0.37979158759117126,0.4715229272842407,1.6349666666666667
50,0.4157593548297882,0.7242645621299744,0.3584738075733185,0.7498112916946411,0.44507256150245667,0.7447495460510254,0.3837827742099762,0.7741791605949402,0.38625091314315796,0.4728142321109772,0.3799033463001251,0.4717320501804352,1.6683333333333334
51,0.4211631715297699,0.7236794829368591,0.356643944978714,0.7499428987503052,0.45436203479766846,0.7448064684867859,0.38365110754966736,0.7741692066192627,0.38611501455307007,0.47304588556289673,0.3799631893634796,0.47225189208984375,1.7017
52,0.4270036816596985,0.7221612930297852,0.3547157049179077,0.7507367134094238,0.46288272738456726,0.7432244420051575,0.3820851147174835,0.7745510339736938,0.38626861572265625,0.4755222797393799,0.38002073764801025,0.475408136844635,1.7350666666666668
53,0.4320302903652191,0.7186325788497925,0.35198795795440674,0.7517348527908325,0.4672658145427704,0.7366593480110168,0.38099461793899536,0.7751360535621643,0.3861762285232544,0.4779777526855469,0.38004884123802185,0.47907787561416626,1.7684333333333333
54,0.43621283769607544,0.7186527252197266,0.3483259677886963,0.7528141140937805,0.47158193588256836,0.7317736744880676,0.3791258633136749,0.7752953767776489,0.38611313700675964,0.4796532988548279,0.3801460266113281,0.4821193814277649,1.8018
55,0.43808063864707947,0.7184838056564331,0.3460206687450409,0.7534419298171997,0.47609731554985046,0.7286959886550903,0.3760133981704712,0.7760469317436218,0.3862786889076233,0.48133358359336853,0.38049083948135376,0.4838026165962219,1.8351666666666666
56,0.4392547607421875,0.7172672748565674,0.34326398372650146,0.7540826201438904,0.4785834848880768,0.7224178910255432,0.3726693093776703,0.7768315076828003,0.38627564907073975,0.4834410846233368,0.38050180673599243,0.48592332005500793,1.8685333333333334
57,0.44100701808929443,0.7159737348556519,0.3404194116592407,0.7540128827095032,0.4818630814552307,0.7230499982833862,0.3697093427181244,0.7787513732910156,0.3866904377937317,0.48358622193336487,0.38035276532173157,0.48695462942123413,1.9019
58,0.4441205859184265,0.7163981199264526,0.33797481656074524,0.7543669939041138,0.48609915375709534,0.7253000140190125,0.367262601852417,0.7794541716575623,0.3879508674144745,0.48533615469932556,0.380160927772522,0.4894387423992157,1.9352666666666667
59,0.4489118456840515,0.7185315489768982,0.33551931381225586,0.7551871538162231,0.48814427852630615,0.726459801197052,0.36445412039756775,0.7797490954399109,0.38821694254875183,0.4876576364040375,0.3800787031650543,0.4927026629447937,1.9686333333333335
60,0.4488104581832886,0.7158200144767761,0.3345195949077606,0.7552729845046997,0.486525297164917,0.722074568271637,0.36460885405540466,0.7799526453018188,0.38812094926834106,0.48701319098472595,0.38009411096572876,0.49197542667388916,2.0020000000000002
61,0.4481656849384308,0.7112236022949219,0.3328501284122467,0.7556124925613403,0.48442691564559937,0.714183509349823,0.3628304600715637,0.7799164652824402,0.38799750804901123,0.48670393228530884,0.3802092373371124,0.4912959933280945,2.0353666666666665
62,0.4501802623271942,0.7111014127731323,0.33014100790023804,0.7575427293777466,0.4850643575191498,0.7156744003295898,0.36093568801879883,0.7808310389518738,0.3879467844963074,0.4863813519477844,0.38031554222106934,0.4911850094795227,2.0687333333333333
63,0.4529024064540863,0.7116085290908813,0.32923266291618347,0.7576920390129089,0.48872530460357666,0.7169226408004761,0.36052611470222473,0.7810277342796326,0.3879324495792389,0.4871223568916321,0.3806941509246826,0.4930647015571594,2.1021
64,0.4515395164489746,0.7116122841835022,0.32729315757751465,0.7582866549491882,0.4862516224384308,0.7177931070327759,0.35773348808288574,0.7810437083244324,0.38790029287338257,0.4902315139770508,0.3810063600540161,0.4965653717517853,2.135466666666667
65,0.45524969696998596,0.7147964835166931,0.3257705867290497,0.7590851783752441,0.4906037151813507,0.720485508441925,0.3568030595779419,0.7811003923416138,0.38827022910118103,0.4931134283542633,0.38211581110954285,0.49876880645751953,2.168833333333333
66,0.4528611898422241,0.7138409614562988,0.32493090629577637,0.7582904696464539,0.4882426857948303,0.7206483483314514,0.3558855652809143,0.7812550067901611,0.38837331533432007,0.49328741431236267,0.38354530930519104,0.4987797439098358,2.2022
67,0.4525073170661926,0.7138577699661255,0.32463908195495605,0.7562646865844727,0.4894343614578247,0.7208777666091919,0.3547514081001282,0.7812786102294922,0.38949087262153625,0.49269479513168335,0.38488608598709106,0.49820637702941895,2.2355666666666667
68,0.45359957218170166,0.7149518132209778,0.3241572678089142,0.755273163318634,0.49037599563598633,0.723283052444458,0.354034423828125,0.7817287445068359,0.39028841257095337,0.49300646781921387,0.3866407871246338,0.4987572133541107,2.2689333333333335
69,0.452979177236557,0.7159295082092285,0.32274124026298523,0.7551504373550415,0.4893396496772766,0.728820264339447,0.3512873649597168,0.7830109596252441,0.39207297563552856,0.4957035183906555,0.3880000710487366,0.5015365481376648,2.3023000000000002
70,0.4528970420360565,0.7176816463470459,0.3221634328365326,0.7545830607414246,0.4891425669193268,0.7317476868629456,0.3506321609020233,0.7836498022079468,0.3933916389942169,0.49534887075424194,0.38927173614501953,0.5013060569763184,2.3356666666666666
71,0.4525868594646454,0.7191199064254761,0.32192620635032654,0.754224956035614,0.48863485455513,0.7343246936798096,0.35129737854003906,0.7846066355705261,0.395087331533432,0.4952693581581116,0.3895827531814575,0.5013743042945862,2.3690333333333333
72,0.4519561529159546,0.7213122248649597,0.3207986056804657,0.7515236139297485,0.4883604049682617,0.736710250377655,0.3459845185279846,0.7844129204750061,0.39779528975486755,0.49684637784957886,0.3898964524269104,0.5037339329719543,2.4024
73,0.45109906792640686,0.7235528230667114,0.3204314112663269,0.7500610947608948,0.4874155819416046,0.7375277876853943,0.3441532552242279,0.784115731716156,0.40004459023475647,0.49770909547805786,0.39064717292785645,0.5044291615486145,2.435766666666667
74,0.4502486288547516,0.7271096706390381,0.3203206956386566,0.7488592863082886,0.4859279692173004,0.7446229457855225,0.3428814113140106,0.7840843200683594,0.4034969210624695,0.4989384114742279,0.3908427059650421,0.5058016180992126,2.469133333333333
75,0.44972237944602966,0.7299824357032776,0.31906062364578247,0.7472182512283325,0.4838639795780182,0.7460745573043823,0.3429306447505951,0.7846090197563171,0.4039318561553955,0.49881893396377563,0.3910243511199951,0.5054942965507507,2.5025
76,0.44870516657829285,0.7290575504302979,0.31802552938461304,0.7457714080810547,0.4784719944000244,0.7444063425064087,0.3420909345149994,0.7855401039123535,0.40428972244262695,0.498736709356308,0.3919422924518585,0.5053868293762207,2.5358666666666667
77,0.4480593502521515,0.7283878326416016,0.3165552020072937,0.744787871837616,0.4787693917751312,0.7432423233985901,0.34033557772636414,0.7866658568382263,0.4057173430919647,0.4977364242076874,0.3925386667251587,0.5048138499259949,2.5692333333333335
78,0.44765472412109375,0.728067934513092,0.31581196188926697,0.7429509162902832,0.47877830266952515,0.7432427406311035,0.33816954493522644,0.7872697710990906,0.4069206118583679,0.49692562222480774,0.3937135338783264,0.5040926337242126,2.6026000000000002
79,0.4473806917667389,0.727809727191925,0.3163754642009735,0.7374615669250488,0.4787800908088684,0.7449062466621399,0.3364551365375519,0.7871230244636536,0.40745702385902405,0.49643033742904663,0.3945218622684479,0.503558874130249,2.6359666666666666
80,0.44723373651504517,0.7269134521484375,0.3167736828327179,0.735298752784729,0.4783518314361572,0.7444024085998535,0.3363337814807892,0.7871041297912598,0.4071807861328125,0.4921645224094391,0.3952825963497162,0.4991746246814728,2.6693333333333333
81,0.4471946060657501,0.724570631980896,0.3169756531715393,0.7331588268280029,0.477777361869812,0.7439901232719421,0.3350691497325897,0.787020206451416,0.4067739248275757,0.48950740694999695,0.39604902267456055,0.49562907218933105,2.7027
82,0.4468684494495392,0.7243210077285767,0.3174816966056824,0.7297191619873047,0.47730475664138794,0.7439252138137817,0.3338406980037689,0.7870684266090393,0.4063853621482849,0.4857620894908905,0.39641475677490234,0.4908975064754486,2.736066666666667
83,0.4455401599407196,0.7246133089065552,0.3180631399154663,0.7261689305305481,0.47754567861557007,0.7438952326774597,0.33293232321739197,0.7871931791305542,0.40614038705825806,0.48267754912376404,0.39686816930770874,0.4863405227661133,2.769433333333333
84,0.4431098997592926,0.724584698677063,0.3198522627353668,0.7215680480003357,0.4759228527545929,0.7437903881072998,0.3320377469062805,0.7864888310432434,0.40666964650154114,0.4819387197494507,0.39793041348457336,0.48571276664733887,2.8028
85,0.43897610902786255,0.7290359139442444,0.32252979278564453,0.7175309062004089,0.47284621000289917,0.7465826869010925,0.33086031675338745,0.7841429114341736,0.40740445256233215,0.48267582058906555,0.3992323875427246,0.4864489734172821,2.8361666666666667
86,0.43645355105400085,0.7301349639892578,0.32698482275009155,0.7107141017913818,0.4699113965034485,0.7472556829452515,0.33083412051200867,0.7819309234619141,0.4075932204723358,0.482406347990036,0.40084412693977356,0.4854162633419037,2.8695333333333335
87,0.43450769782066345,0.7302464842796326,0.33094748854637146,0.7070757746696472,0.46567022800445557,0.7470017671585083,0.3302093744277954,0.7808012962341309,0.4075010418891907,0.4818131923675537,0.40275731682777405,0.4836638271808624,2.9029000000000003
88,0.4348880350589752,0.7303948402404785,0.3324737548828125,0.7076398730278015,0.46507591009140015,0.7468371987342834,0.3303515911102295,0.7796604633331299,0.40736690163612366,0.47905412316322327,0.4034397602081299,0.4806298315525055,2.9362666666666666
89,0.43298718333244324,0.7302153706550598,0.3358106315135956,0.7062482833862305,0.4622233211994171,0.7462129592895508,0.33082395792007446,0.7769877910614014,0.40734171867370605,0.47670936584472656,0.4037146270275116,0.47852662205696106,2.9696333333333333
90,0.43141287565231323,0.7310841679573059,0.34034615755081177,0.7019040584564209,0.46192651987075806,0.7479909062385559,0.3354319930076599,0.7734180688858032,0.4073302745819092,0.4765293598175049,0.40379706025123596,0.4784022271633148,3.003
91,0.4282618463039398,0.7319404482841492,0.34428510069847107,0.7020816802978516,0.4586314857006073,0.7502124309539795,0.3407323658466339,0.7712670564651489,0.4072769582271576,0.4763752222061157,0.4038656949996948,0.4779142141342163,3.036366666666667
92,0.4254867136478424,0.7327829003334045,0.3470115661621094,0.7030110359191895,0.45441821217536926,0.7533846497535706,0.34587928652763367,0.7689379453659058,0.4072510004043579,0.4760052263736725,0.403888076543808,0.47680550813674927,3.069733333333333
93,0.4231207072734833,0.7342883348464966,0.35037761926651,0.7037572860717773,0.45532113313674927,0.7556167244911194,0.35155540704727173,0.7678616642951965,0.40785372257232666,0.4763072431087494,0.4040980637073517,0.47650042176246643,3.1031
94,0.41997432708740234,0.7349333167076111,0.35349738597869873,0.704660952091217,0.45353400707244873,0.7553524971008301,0.36070486903190613,0.7685114741325378,0.40822499990463257,0.4765010476112366,0.40390869975090027,0.47675806283950806,3.1364666666666667
95,0.4177038073539734,0.7354338765144348,0.3588239252567291,0.703908383846283,0.44760003685951233,0.7570980787277222,0.364997535943985,0.7689391374588013,0.40797027945518494,0.47654101252555847,0.40390273928642273,0.4770190715789795,3.1698333333333335
96,0.39906683564186096,0.7306860685348511,0.37729355692863464,0.7173358201980591,0.42804017663002014,0.7611069679260254,0.3975186049938202,0.768614649772644,0.40726375579833984,0.4758567810058594,0.4040188193321228,0.4749715328216553,3.2032000000000003
97,0.3830961287021637,0.7279928922653198,0.39734360575675964,0.7196509838104248,0.40469247102737427,0.7598945498466492,0.4300331771373749,0.762146532535553,0.4058884084224701,0.4753277599811554,0.40396758913993835,0.47371336817741394,3.2365666666666666
98,0.393995463848114,0.7295492887496948,0.3822934329509735,0.7135987281799316,0.42021429538726807,0.7648190855979919,0.40440505743026733,0.7635180354118347,0.4053589105606079,0.4748667776584625,0.40309324860572815,0.4733344614505768,3.2699333333333334
99,0.40068304538726807,0.7305537462234497,0.38253456354141235,0.7108749747276306,0.42795783281326294,0.7677792906761169,0.39279788732528687,0.7643382549285889,0.40520215034484863,0.47473466396331787,0.40230879187583923,0.4736182689666748,3.3033
100,0.40198445320129395,0.7261806726455688,0.37992504239082336,0.7111111879348755,0.42952388525009155,0.7658777832984924,0.3895280957221985,0.7650501728057861,0.40509963035583496,0.47274088859558105,0.4016813635826111,0.4724109172821045,3.336666666666667
101,0.40246281027793884,0.7208886742591858,0.3840750455856323,0.7113909125328064,0.4276152551174164,0.7583934664726257,0.3967619240283966,0.7649887800216675,0.4050363004207611,0.47019100189208984,0.4012427031993866,0.4703916311264038,3.370033333333333
102,0.403610497713089,0.7197413444519043,0.38780784606933594,0.711986780166626,0.42968228459358215,0.755411684513092,0.4031541645526886,0.7647398114204407,0.40600794553756714,0.46697115898132324,0.4008837938308716,0.46806085109710693,3.4034
103,0.40004846453666687,0.715456485748291,0.3942931890487671,0.7143433690071106,0.4214346706867218,0.7528403997421265,0.41910114884376526,0.7611774206161499,0.4065692722797394,0.4654582440853119,0.4013373553752899,0.4664222300052643,3.4367666666666667
104,0.4001477360725403,0.7167888879776001,0.39959362149238586,0.7153509855270386,0.42104533314704895,0.7520778775215149,0.4220621883869171,0.7577546238899231,0.40588822960853577,0.464720219373703,0.40276506543159485,0.46485841274261475,3.4701333333333335
105,0.3990762531757355,0.7183061838150024,0.39775437116622925,0.7204176187515259,0.42276743054389954,0.7522855997085571,0.4256681799888611,0.7582930326461792,0.4052855968475342,0.46525633335113525,0.40333887934684753,0.46557486057281494,3.5035000000000003
106,0.39903298020362854,0.7201598882675171,0.3997817933559418,0.719737708568573,0.4241647720336914,0.7524407505989075,0.4256915748119354,0.7583301663398743,0.40412718057632446,0.4650964140892029,0.40352925658226013,0.4655906558036804,3.5368666666666666
107,0.39977505803108215,0.7291414737701416,0.4079314172267914,0.7198262810707092,0.4250127971172333,0.7592065334320068,0.42803823947906494,0.7587367296218872,0.4027000963687897,0.46543407440185547,0.40442031621932983,0.4650801122188568,3.5702333333333334
108,0.3987330198287964,0.7311862707138062,0.4126652777194977,0.719509482383728,0.4255197048187256,0.7614688873291016,0.43358945846557617,0.7591831088066101,0.40104496479034424,0.4681701064109802,0.4059455096721649,0.4652189016342163,3.6036
109,0.396527498960495,0.7314293384552002,0.414152055978775,0.7193001508712769,0.42586472630500793,0.7618099451065063,0.4357192814350128,0.7594828009605408,0.4006982445716858,0.46954354643821716,0.40754252672195435,0.46544915437698364,3.636966666666667
110,0.3946319818496704,0.7339975833892822,0.41860517859458923,0.7192414402961731,0.4258241653442383,0.7620759010314941,0.4414210915565491,0.7600811719894409,0.40093591809272766,0.47061601281166077,0.4085766077041626,0.46625009179115295,3.6703333333333332
111,0.39245960116386414,0.7354514598846436,0.419469952583313,0.7192047834396362,0.42599019408226013,0.7618332505226135,0.4496161937713623,0.7583020329475403,0.40118148922920227,0.474083811044693,0.40885093808174133,0.4682749807834625,3.7037
112,0.39089205861091614,0.7375688552856445,0.42184892296791077,0.7198570966720581,0.4199983775615692,0.7651392817497253,0.45232200622558594,0.7585322260856628,0.4020228981971741,0.4761802554130554,0.40902838110923767,0.47026851773262024,3.7370666666666668
113,0.39021432399749756,0.7390149831771851,0.43044060468673706,0.7197705507278442,0.41741350293159485,0.7646859288215637,0.461627334356308,0.7575081586837769,0.40302976965904236,0.4760785698890686,0.4094729721546173,0.4705415368080139,3.7704333333333335
114,0.38656288385391235,0.7395094037055969,0.4339568316936493,0.7197993397712708,0.41326114535331726,0.7630107402801514,0.4655075967311859,0.7576590180397034,0.4035736322402954,0.4758341312408447,0.4093680679798126,0.47062361240386963,3.8038
115,0.38339242339134216,0.7397720217704773,0.4382806420326233,0.7200924754142761,0.41085565090179443,0.7625612616539001,0.47070974111557007,0.7575758099555969,0.40379250049591064,0.47689810395240784,0.409261018037796,0.47317633032798767,3.8371666666666666
116,0.3812415301799774,0.7401734590530396,0.4428916275501251,0.7220817804336548,0.4113783836364746,0.7624176740646362,0.47567084431648254,0.7574492692947388,0.40379562973976135,0.4784083962440491,0.4091472625732422,0.47533202171325684,3.8705333333333334
117,0.37941059470176697,0.7415974736213684,0.448722779750824,0.7215688228607178,0.409936785697937,0.7625075578689575,0.47835981845855713,0.7519481778144836,0.40375325083732605,0.48256656527519226,0.409193217754364,0.48043009638786316,3.9039
