frame,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,time_s
139,0.7386549711227417,0.8114956617355347,0.7436417937278748,0.7962599992752075,0.727637767791748,0.8349018096923828,0.725777804851532,0.8118577599525452,0.7711629867553711,0.8472527265548706,0.7681620121002197,0.837320864200592,0.7022613286972046,0.5502134561538696,0.7113781571388245,0.5414608120918274,8.604363
140,0.7439104318618774,0.8221902847290039,0.8059777021408081,0.800326943397522,0.7375298142433167,0.845812976360321,0.7947927713394165,0.8270699381828308,0.7791851162910461,0.8471656441688538,0.8484421968460083,0.8394150137901306,0.7205808758735657,0.5507360100746155,0.7267218828201294,0.542052149772644,8.66919
141,0.7415710687637329,0.8251926898956299,0.8294578790664673,0.8072051405906677,0.7354426980018616,0.8500105142593384,0.8211113810539246,0.8335391283035278,0.7834512591362,0.8486396670341492,0.8733701705932617,0.84102463722229,0.7276393175125122,0.5512152910232544,0.7380555868148804,0.5424502491950989,8.718838
142,0.7443704605102539,0.8249263763427734,0.8455963134765625,0.8100918531417847,0.7390742897987366,0.8489223122596741,0.8388543128967285,0.8400570750236511,0.7805341482162476,0.850703775882721,0.890768826007843,0.8421033620834351,0.7388256192207336,0.5523810982704163,0.7455435991287231,0.5444707274436951,8.800619
143,0.7439650893211365,0.825619637966156,0.8621630668640137,0.8085533380508423,0.7333413362503052,0.8490419387817383,0.8583043813705444,0.8338841199874878,0.7778240442276001,0.8533013463020325,0.906731128692627,0.8319904804229736,0.7518776655197144,0.5548824071884155,0.7678341865539551,0.548628032207489,8.880203
144,0.7435712814331055,0.8248577117919922,0.8644635081291199,0.8124281167984009,0.731100857257843,0.8485950231552124,0.8603350520133972,0.8334857225418091,0.770547091960907,0.8527858853340149,0.9114235043525696,0.834445595741272,0.7559966444969177,0.5554810762405396,0.7774299383163452,0.5491538643836975,8.930398
145,0.7476137280464172,0.8228746056556702,0.8677800297737122,0.8123401999473572,0.7346658110618591,0.845663845539093,0.8615199327468872,0.8333374857902527,0.7773025631904602,0.8526671528816223,0.9142678380012512,0.8352164626121521,0.7632790803909302,0.5559885501861572,0.7856885194778442,0.5493724942207336,8.994735
146,0.7695208787918091,0.7921391725540161,0.8792021870613098,0.831722617149353,0.7520426511764526,0.8049138784408569,0.8715847134590149,0.8568923473358154,0.7880769968032837,0.8435832858085632,0.9263760447502136,0.8451735973358154,0.7972214818000793,0.5576770901679993,0.817785382270813,0.5538204908370972,9.091479
147,0.7845987677574158,0.7893865704536438,0.877560019493103,0.8363746404647827,0.7671991586685181,0.8022270202636719,0.8687465786933899,0.8593317866325378,0.7981385588645935,0.8375298380851746,0.9274765253067017,0.8513996601104736,0.8096052408218384,0.5594466328620911,0.8252097964286804,0.5584648251533508,9.177781
148,0.8487839698791504,0.786645770072937,0.8755284547805786,0.8326816558837891,0.8366612195968628,0.8087770938873291,0.8640545606613159,0.8548343181610107,0.8804575204849243,0.8207643628120422,0.9230228662490845,0.8506307005882263,0.8246390223503113,0.552699863910675,0.8372994661331177,0.5505300760269165,9.257051
149,0.8658261299133301,0.7905158400535583,0.8733628988265991,0.8300927877426147,0.8585435748100281,0.8136670589447021,0.8638818860054016,0.8524688482284546,0.9018238186836243,0.8268181681632996,0.9221514463424683,0.8518292307853699,0.8349906206130981,0.5497727990150452,0.8452021479606628,0.5476495623588562,9.322207
150,0.8810243606567383,0.794146716594696,0.8778647184371948,0.8197054266929626,0.871562123298645,0.8165920972824097,0.8665027618408203,0.8428609371185303,0.9151903390884399,0.829603910446167,0.9219130277633667,0.8480097651481628,0.8431084752082825,0.5456735491752625,0.842131495475769,0.5439717769622803,9.371685
151,0.9590466618537903,0.7935026288032532,0.8842593431472778,0.8167352080345154,0.95783931016922,0.816300094127655,0.8692666292190552,0.8432580232620239,0.9784795045852661,0.8301541805267334,0.9188003540039062,0.8517621159553528,0.8662182688713074,0.5468690991401672,0.857530415058136,0.545710027217865,9.421823
152,0.9688663482666016,0.7954870462417603,0.9059198498725891,0.8152742981910706,0.9589319229125977,0.8173438310623169,0.881205677986145,0.8436209559440613,0.9883062243461609,0.8294500708580017,0.9284235239028931,0.8513961434364319,0.8752264976501465,0.5473134517669678,0.8594865798950195,0.5465105772018433,9.503251
153,0.9428410530090332,0.7992847561836243,0.9353606104850769,0.8155288696289062,0.9373323321342468,0.8234911561012268,0.9253571629524231,0.8444467782974243,0.9669901728630066,0.8335761427879333,0.9686633348464966,0.8494415879249573,0.8892049789428711,0.5482781529426575,0.8892911672592163,0.5364554524421692,9.60236
154,0.9492459297180176,0.7994531989097595,0.9027463793754578,0.815682590007782,0.9445026516914368,0.8233454823493958,0.8904099464416504,0.8399844765663147,0.9794389009475708,0.8322702646255493,0.9401954412460327,0.8498997092247009,0.8966742753982544,0.5485408306121826,0.8867756128311157,0.5370004177093506,9.681849
155,0.9113356471061707,0.8074437975883484,0.9531396627426147,0.8131640553474426,0.9155052900314331,0.832112729549408,0.9382815361022949,0.8386115431785583,0.9469076991081238,0.8424094915390015,0.9917790293693542,0.8498281240463257,0.9017764925956726,0.5507873892784119,0.8961280584335327,0.5411016345024109,9.729768
156,0.9067296981811523,0.803729236125946,0.9747647047042847,0.8134804964065552,0.8992085456848145,0.8218269348144531,0.9612496495246887,0.8395612835884094,0.9416708946228027,0.8445205092430115,1.0147281885147095,0.8449909090995789,0.9006392359733582,0.5515924692153931,0.9129242897033691,0.5463866591453552,9.77859
157,0.9663807153701782,0.7997515201568604,0.9754533767700195,0.7922559380531311,0.9549533724784851,0.8182572722434998,0.9583103060722351,0.8171865940093994,0.9846533536911011,0.840867817401886,0.9900357127189636,0.8334974646568298,0.9155030250549316,0.5546956658363342,0.9415567517280579,0.5455172657966614,9.828606
158,0.9763869047164917,0.7950295805931091,0.9911905527114868,0.782572865486145,0.965247631072998,0.8165269494056702,0.9757272005081177,0.8072591423988342,0.999079704284668,0.8283432722091675,1.0186347961425781,0.8165940046310425,0.9177340269088745,0.5540873408317566,0.9429616928100586,0.5384785532951355,9.877394
159,0.98945152759552,0.7914408445358276,0.9992409944534302,0.7236337661743164,0.9782336950302124,0.8137290477752686,0.9871500134468079,0.7402216792106628,1.0154979228973389,0.8205002546310425,1.0134608745574951,0.7558669447898865,0.9236680269241333,0.5553356409072876,0.9501026272773743,0.538969874382019,9.926685
160,0.9895156025886536,0.800317108631134,1.0093063116073608,0.7236961722373962,0.9812459945678711,0.8171188235282898,0.9969289898872375,0.7432901263237,1.0147287845611572,0.8228257298469543,1.0305379629135132,0.7490535378456116,0.9302226901054382,0.5559378862380981,0.956840991973877,0.5392142534255981,10.006233
161,1.0101416110992432,0.800471842288971,1.0370442867279053,0.7508918642997742,1.0007624626159668,0.8208054900169373,1.026386022567749,0.7737099528312683,1.0100294351577759,0.8269142508506775,1.059144377708435,0.780414342880249,0.9520684480667114,0.5647109150886536,0.9885995984077454,0.5395883917808533,10.056055
162,1.0159860849380493,0.811539888381958,1.0522571802139282,0.7957859635353088,1.0058330297470093,0.8316619992256165,1.0449292659759521,0.81613689661026,1.0148295164108276,0.8385334610939026,1.0755188465118408,0.8245067596435547,0.9612230062484741,0.5719971060752869,1.0028276443481445,0.5443174839019775,10.137181
163,1.0134155750274658,0.8211120367050171,1.0613353252410889,0.8098627924919128,0.999833881855011,0.8333135843276978,1.055229902267456,0.8340370059013367,1.0119073390960693,0.84285569190979,1.0864167213439941,0.8322238326072693,0.9666998982429504,0.5723420977592468,1.0109299421310425,0.5464075803756714,10.205501
164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.263298
165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.326852
166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.392768
167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.443831
168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.518853
169,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.579953
170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.631175
171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.699676
172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.761095
173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.815392
174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.881794
175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.928518
176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.998843
177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.043562
178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.088006
179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.131197
180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.185669
181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.248284
182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.294202
183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.34321
184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.40857
185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.482905
186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.556687
187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.615049
188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.664045
189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.728123
190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.793354
191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.859052
192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.938733
193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.051781
194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.119067
195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.16873
196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.217613
197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.266205
198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.341301
199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.421922
200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.475991
201,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.524557
202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.589619
203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.670961
204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.734873
205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.784514
206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.832886
207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.880941
208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.929695
209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.977966
210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.027625
211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.091953
212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.205565
213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.269555
214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.336128
215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.400189
216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.480794
217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.550512
218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.59842
219,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.647272
220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.712958
221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.762172
222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.827104
223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.923722
224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.021282
225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.13221
226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.264568
227,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.314811
228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.38432
229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.450387
230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.499368
