frame,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,time_s
61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.775034
62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.823673
63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.8889
64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.001523
65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.047133
66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.101108
67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.148076
68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.204609
69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.265046
70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.313971
71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.407807
72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.47177
73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.521505
74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.57926
75,0.017613554373383522,0.8211086988449097,0.10762692987918854,0.8284837007522583,0.006587489042431116,0.8348385095596313,0.09657689929008484,0.8422145247459412,0.04918813705444336,0.8615676760673523,0.12624749541282654,0.8556768894195557,0.1165267825126648,0.5731791257858276,0.08474616706371307,0.5532614588737488,4.674116
76,0.019741006195545197,0.8239859938621521,0.11928915977478027,0.8266779780387878,0.007591676898300648,0.8377019166946411,0.10945536941289902,0.8430312871932983,0.04933477193117142,0.8659361004829407,0.12911991775035858,0.8551746010780334,0.12019564211368561,0.5730538964271545,0.08890264481306076,0.5539975762367249,4.723106
77,0.030691813677549362,0.8210258483886719,0.10876552760601044,0.8367037177085876,0.015830932185053825,0.8363756537437439,0.0991441160440445,0.8581297397613525,0.05833854526281357,0.8626133799552917,0.13733413815498352,0.8640819787979126,0.13797031342983246,0.5711556673049927,0.1129307970404625,0.5553850531578064,4.795123
78,0.03381701558828354,0.8244995474815369,0.1055205687880516,0.8401594161987305,0.019922083243727684,0.8363505005836487,0.09508170187473297,0.860855758190155,0.06485410034656525,0.861322283744812,0.13657279312610626,0.8661268353462219,0.14532402157783508,0.5709162950515747,0.1192445307970047,0.5572422742843628,4.876561
79,0.06140800565481186,0.8100317120552063,0.1072758212685585,0.8382459878921509,0.047941047698259354,0.8194058537483215,0.09397768974304199,0.8677645325660706,0.0717630386352539,0.8580062985420227,0.13596227765083313,0.8662106990814209,0.1642848551273346,0.570550262928009,0.1329887956380844,0.5569075345993042,4.941504
80,0.08513827621936798,0.8078473806381226,0.10057801008224487,0.832567572593689,0.06506752967834473,0.819141685962677,0.0883554071187973,0.8598540425300598,0.09605485945940018,0.860271155834198,0.1262109875679016,0.8662654161453247,0.17328497767448425,0.5679675936698914,0.14010456204414368,0.5547863841056824,4.995776
81,0.09829078614711761,0.8056381344795227,0.09900213778018951,0.829663097858429,0.0782625824213028,0.816583514213562,0.08317785710096359,0.8528130650520325,0.11068844795227051,0.8551015257835388,0.12724356353282928,0.8650728464126587,0.17703519761562347,0.5680603384971619,0.14444217085838318,0.55467689037323,5.07931
82,0.11150634288787842,0.810259222984314,0.09336602687835693,0.8270726799964905,0.09500659257173538,0.8263013362884521,0.07900749146938324,0.8479787707328796,0.1313532590866089,0.854860246181488,0.11729607731103897,0.8626195788383484,0.18113018572330475,0.5687273740768433,0.1477424055337906,0.5548956394195557,5.142129
83,0.16651389002799988,0.8110589981079102,0.11924155056476593,0.8230783343315125,0.14855840802192688,0.8302577137947083,0.10495901107788086,0.8417752981185913,0.1976827085018158,0.8519360423088074,0.13582780957221985,0.8613994717597961,0.19635824859142303,0.5678250193595886,0.1634601652622223,0.5524128079414368,5.196684
84,0.19008973240852356,0.8110028505325317,0.11304488033056259,0.8212676644325256,0.1745019257068634,0.8304035067558289,0.10930640995502472,0.8349189162254333,0.21757610142230988,0.8486176133155823,0.1292661726474762,0.8601494431495667,0.20301604270935059,0.5674887299537659,0.1681099832057953,0.551975429058075,5.245822
85,0.20612585544586182,0.811509370803833,0.10888512432575226,0.8206007480621338,0.19597598910331726,0.8325017094612122,0.09813962876796722,0.8344325423240662,0.23599107563495636,0.84503573179245,0.12412874400615692,0.8596738576889038,0.20531003177165985,0.5671491622924805,0.17206893861293793,0.5518706440925598,5.310831
86,0.21684809029102325,0.8155935406684875,0.10736805200576782,0.8204575777053833,0.20564353466033936,0.8378549814224243,0.0938502848148346,0.8351419568061829,0.24710579216480255,0.855465292930603,0.12665188312530518,0.8601710200309753,0.210120290517807,0.5671325325965881,0.17779426276683807,0.5518858432769775,5.368359
87,0.2448805868625641,0.8153769373893738,0.11232201009988785,0.8204395771026611,0.24256698787212372,0.8374204635620117,0.09501960128545761,0.8354781866073608,0.2770673930644989,0.8561190962791443,0.1302197426557541,0.8598048090934753,0.22626455128192902,0.5681533217430115,0.19580405950546265,0.5525739789009094,5.417074
88,0.2545391023159027,0.815464437007904,0.11246101558208466,0.820320725440979,0.24862468242645264,0.8382380604743958,0.09460893273353577,0.8356037139892578,0.27983763813972473,0.8593714237213135,0.13184675574302673,0.859503448009491,0.2315399944782257,0.56937575340271,0.20289520919322968,0.5527642965316772,5.476474
89,0.24769707024097443,0.8202653527259827,0.11368554830551147,0.8202025294303894,0.24084186553955078,0.8409982919692993,0.09639468789100647,0.8355621695518494,0.27855274081230164,0.8629313111305237,0.13568249344825745,0.8592895269393921,0.2366575300693512,0.5712577700614929,0.20920412242412567,0.5536062717437744,5.562805
90,0.24954703450202942,0.8274338245391846,0.12498527765274048,0.8202934861183167,0.23824343085289001,0.8468265533447266,0.10708111524581909,0.8351566195487976,0.2857035994529724,0.8615838885307312,0.1432291865348816,0.8637769222259521,0.2624042332172394,0.5799720287322998,0.23215337097644806,0.5653827786445618,5.629645
91,0.24273931980133057,0.8256005644798279,0.1381632685661316,0.816753089427948,0.2310253381729126,0.8445723652839661,0.12285677343606949,0.8265774250030518,0.28417181968688965,0.8606923818588257,0.14582417905330658,0.8632521033287048,0.26963549852371216,0.5784264802932739,0.24403400719165802,0.5636535286903381,5.678752
92,0.24572594463825226,0.8264583349227905,0.16137482225894928,0.8067295551300049,0.23454082012176514,0.8461969494819641,0.1366278976202011,0.8047870993614197,0.28495103120803833,0.8601139187812805,0.15470197796821594,0.8618523478507996,0.275951623916626,0.5777590870857239,0.25304651260375977,0.5628968477249146,5.727333
93,0.2454395294189453,0.8253999948501587,0.17801085114479065,0.8004346489906311,0.2344798594713211,0.8450517654418945,0.15744546055793762,0.8098748922348022,0.28387513756752014,0.8600658178329468,0.17308704555034637,0.8530281782150269,0.2791002690792084,0.577355146408081,0.2556808292865753,0.5620173215866089,5.779485
94,0.24778445065021515,0.8204767107963562,0.18773113191127777,0.7962084412574768,0.23695755004882812,0.8390443921089172,0.1706915646791458,0.8033159375190735,0.2839661240577698,0.8573281764984131,0.1899331510066986,0.847061276435852,0.2824667990207672,0.5743976831436157,0.2602270543575287,0.5586275458335876,5.829501
95,0.25284597277641296,0.8163336515426636,0.24637830257415771,0.8097524642944336,0.23639032244682312,0.8356393575668335,0.22933128476142883,0.8280802965164185,0.2838975787162781,0.8509432673454285,0.27739548683166504,0.8484042882919312,0.29457852244377136,0.5691449046134949,0.27680811285972595,0.5554967522621155,5.913214
96,0.2616663873195648,0.814510703086853,0.25670692324638367,0.815997302532196,0.24357792735099792,0.8327587842941284,0.23708701133728027,0.8368207216262817,0.29692739248275757,0.8492357134819031,0.2879164218902588,0.8533201813697815,0.30512577295303345,0.568206787109375,0.2857886552810669,0.5544585585594177,5.978564
97,0.2504998743534088,0.8237206339836121,0.2877788245677948,0.8243502378463745,0.2349182665348053,0.8421550989151001,0.2776821553707123,0.8418956995010376,0.28471583127975464,0.8533706068992615,0.3238675892353058,0.8676013350486755,0.302585244178772,0.5679619312286377,0.29615920782089233,0.5563828349113464,6.027064
98,0.25118857622146606,0.825591504573822,0.3590104579925537,0.8297510743141174,0.23288500308990479,0.8446294069290161,0.34880441427230835,0.8519006371498108,0.28649377822875977,0.8572856187820435,0.38915660977363586,0.8521020412445068,0.31208303570747375,0.5673134326934814,0.30189841985702515,0.5563854575157166,6.081092
99,0.251860111951828,0.8261070847511292,0.36786776781082153,0.830051839351654,0.23324541747570038,0.8447244167327881,0.3483397662639618,0.8567692637443542,0.28660354018211365,0.8584337830543518,0.39809975028038025,0.8573718667030334,0.3199029862880707,0.5673782229423523,0.3072243630886078,0.5584136843681335,6.131133
100,0.25364136695861816,0.8257600665092468,0.36423903703689575,0.8301383256912231,0.23294155299663544,0.8443983197212219,0.34934476017951965,0.8584980368614197,0.28737741708755493,0.8591561913490295,0.400404691696167,0.8606230020523071,0.3237627446651459,0.5675057172775269,0.309343159198761,0.5581198930740356,6.179571
101,0.2550881505012512,0.8254315257072449,0.3676287531852722,0.8315393328666687,0.23300211131572723,0.8440392017364502,0.347861111164093,0.8595379590988159,0.28777891397476196,0.8600276112556458,0.39727783203125,0.8679822087287903,0.3292316794395447,0.5660392642021179,0.31605660915374756,0.5560076832771301,6.230043
102,0.2698853611946106,0.8194445967674255,0.35869693756103516,0.8318027257919312,0.25240838527679443,0.82982337474823,0.3464532196521759,0.855671763420105,0.2938818335533142,0.8608579039573669,0.3918518126010895,0.8623247146606445,0.3545244634151459,0.5632380247116089,0.336839497089386,0.553453266620636,6.309413
103,0.32648810744285583,0.8189777135848999,0.3182012736797333,0.811012864112854,0.31354737281799316,0.830147385597229,0.3159385323524475,0.8384743332862854,0.36867228150367737,0.8581030368804932,0.31992632150650024,0.861588180065155,0.365095317363739,0.5635338425636292,0.3479216694831848,0.5534669756889343,6.37468
104,0.3097645938396454,0.8016839623451233,0.33244359493255615,0.8117863535881042,0.2919534146785736,0.8036772012710571,0.31739529967308044,0.8390219211578369,0.328036367893219,0.8527238965034485,0.3582969605922699,0.8627716898918152,0.37474724650382996,0.5641463398933411,0.35286033153533936,0.5541494488716125,6.470791
105,0.35835570096969604,0.7993682622909546,0.3502618670463562,0.813271164894104,0.3412091135978699,0.8120324611663818,0.3341108560562134,0.8426138758659363,0.38308894634246826,0.8460566401481628,0.3833211064338684,0.8613219857215881,0.3962976634502411,0.560336709022522,0.3744944632053375,0.5529883503913879,6.583933
106,0.4143981337547302,0.8002889752388,0.37380191683769226,0.8151616454124451,0.4020847678184509,0.8254152536392212,0.3603936433792114,0.8445442914962769,0.45255714654922485,0.8454712629318237,0.4020860195159912,0.8604898452758789,0.4048057198524475,0.558294415473938,0.3990243077278137,0.5521039366722107,6.648771
107,0.4510459899902344,0.8019563555717468,0.36235788464546204,0.8187220692634583,0.43932080268859863,0.8262465000152588,0.3502601087093353,0.8445022702217102,0.48122864961624146,0.8439998030662537,0.38707467913627625,0.859606146812439,0.4164404273033142,0.5566776990890503,0.39792439341545105,0.550366222858429,6.698759
108,0.4686841070652008,0.8064447641372681,0.36295437812805176,0.8213538527488708,0.4558381140232086,0.8332539200782776,0.3469191789627075,0.844979465007782,0.49992695450782776,0.8431500196456909,0.38899606466293335,0.8598023653030396,0.4188799262046814,0.5574281215667725,0.40457162261009216,0.5504741072654724,6.747749
109,0.4771382212638855,0.8141247034072876,0.36230894923210144,0.8216960430145264,0.4654298424720764,0.8416567444801331,0.34574753046035767,0.8458639979362488,0.5125094652175903,0.8418893218040466,0.3872597813606262,0.8604870438575745,0.42244595289230347,0.558951735496521,0.4096405506134033,0.5514971017837524,6.803342
110,0.48477116227149963,0.8217417001724243,0.36338281631469727,0.8236037492752075,0.47356414794921875,0.8479991555213928,0.34515735507011414,0.8479347825050354,0.5149223804473877,0.8425971865653992,0.38825464248657227,0.8625440001487732,0.42708367109298706,0.5613825917243958,0.4129723906517029,0.5520515441894531,6.851938
111,0.4881323277950287,0.8237108588218689,0.36385005712509155,0.8242117762565613,0.47080397605895996,0.8506067395210266,0.34459611773490906,0.8479090332984924,0.5091122984886169,0.8429388403892517,0.3888588845729828,0.8628472089767456,0.43154993653297424,0.5625997185707092,0.41805320978164673,0.552288830280304,6.902752
112,0.4517533779144287,0.825036346912384,0.4476403295993805,0.8366377949714661,0.44171085953712463,0.8486661911010742,0.43394190073013306,0.8607715368270874,0.42692750692367554,0.8562561273574829,0.5015810132026672,0.8595792055130005,0.44648247957229614,0.5634430050849915,0.43985438346862793,0.5536975264549255,6.951087
113,0.4495871663093567,0.8258512616157532,0.39796513319015503,0.8230722546577454,0.43899789452552795,0.848095178604126,0.3827531933784485,0.8396033048629761,0.4986388683319092,0.855678379535675,0.44984349608421326,0.8609345555305481,0.4542774558067322,0.5642693638801575,0.4473234713077545,0.5548808574676514,6.999684
114,0.4696124196052551,0.8253222703933716,0.39571434259414673,0.8039910793304443,0.4595891833305359,0.8474251627922058,0.3775786757469177,0.8152164816856384,0.5183504819869995,0.8566619157791138,0.42856818437576294,0.8581799268722534,0.4604702889919281,0.5608638525009155,0.45423656702041626,0.5521737337112427,7.047981
115,0.4807490408420563,0.8272907137870789,0.4041714668273926,0.802314043045044,0.4669385552406311,0.8477136492729187,0.3836667239665985,0.8040805459022522,0.5194907188415527,0.8566548228263855,0.41548147797584534,0.8570350408554077,0.465348482131958,0.558336079120636,0.4607822895050049,0.5514498353004456,7.099885
116,0.47302722930908203,0.8242923617362976,0.4162588119506836,0.7925007343292236,0.4642075002193451,0.8476253151893616,0.3941941261291504,0.8011410236358643,0.5181429982185364,0.8562585115432739,0.42054659128189087,0.8483611941337585,0.47013697028160095,0.55587238073349,0.4675675928592682,0.5511873960494995,7.14891
117,0.4771401882171631,0.8177081942558289,0.4291961193084717,0.7914727330207825,0.4655224680900574,0.8446557521820068,0.40865272283554077,0.7987580895423889,0.5144530534744263,0.8561313152313232,0.4341804087162018,0.8421701192855835,0.474906861782074,0.5563307404518127,0.47290652990341187,0.5512197017669678,7.198385
118,0.47904783487319946,0.8191131949424744,0.49622684717178345,0.7959091663360596,0.4643588960170746,0.8463259935379028,0.47194281220436096,0.8044673204421997,0.5158697366714478,0.8557511568069458,0.522312581539154,0.8442054986953735,0.491734117269516,0.5553980469703674,0.48944950103759766,0.5468528866767883,7.28031
119,0.4830586910247803,0.8208440542221069,0.5137194395065308,0.8015154600143433,0.46982210874557495,0.8479730486869812,0.49567294120788574,0.8230345845222473,0.5208454132080078,0.8554704785346985,0.5488893389701843,0.8497875332832336,0.49426355957984924,0.5538598299026489,0.4968854486942291,0.5427774786949158,7.363933
120,0.4836202561855316,0.8251631259918213,0.5904340147972107,0.818985104560852,0.4714612066745758,0.8504283428192139,0.5812586545944214,0.8459628224372864,0.5225145220756531,0.855982780456543,0.636846125125885,0.8499922156333923,0.518257737159729,0.5566360950469971,0.5187313556671143,0.5448659062385559,7.442606
121,0.48395848274230957,0.8274254202842712,0.6039694547653198,0.8232709765434265,0.4701015055179596,0.8519052267074585,0.5955312848091125,0.8497236967086792,0.5243598222732544,0.8574484586715698,0.6509240865707397,0.8499106764793396,0.5208538770675659,0.5570032596588135,0.5221091508865356,0.5451202988624573,7.491607
122,0.48549166321754456,0.8289113640785217,0.6149536967277527,0.827907145023346,0.4698447287082672,0.8521427512168884,0.6098862290382385,0.8534472584724426,0.5219177007675171,0.8587366342544556,0.6648070812225342,0.8573124408721924,0.5296467542648315,0.5644745230674744,0.5321711301803589,0.5530218482017517,7.575733
123,0.4912639558315277,0.825636088848114,0.6090688705444336,0.8287027478218079,0.47222262620925903,0.8444910645484924,0.5983567237854004,0.8518097996711731,0.5191625356674194,0.8587469458580017,0.6458867788314819,0.8571761250495911,0.5503810048103333,0.5670379996299744,0.5508815050125122,0.5580453872680664,7.641108
124,0.5021774768829346,0.8122153878211975,0.6152483820915222,0.8311086297035217,0.48284682631492615,0.8319152593612671,0.6044222116470337,0.8523614406585693,0.5245851278305054,0.8586442470550537,0.6492832899093628,0.8586000800132751,0.5574203133583069,0.5667067766189575,0.562139093875885,0.5584682822227478,7.689733
125,0.5129192471504211,0.7971045970916748,0.6119154095649719,0.82969069480896,0.4953593611717224,0.8101734519004822,0.6011723279953003,0.8519245386123657,0.5231163501739502,0.851516842842102,0.6510766744613647,0.8589451909065247,0.5615211725234985,0.566024124622345,0.5672517418861389,0.5581884980201721,7.737871
126,0.5213608145713806,0.7909578680992126,0.6078976392745972,0.8302673101425171,0.5041853189468384,0.8014716506004333,0.5980298519134521,0.8542292714118958,0.5286309123039246,0.8446413278579712,0.6522881388664246,0.8592332601547241,0.5650268793106079,0.5635764002799988,0.5702083110809326,0.5576942563056946,7.788274
127,0.5373287200927734,0.7851974368095398,0.6065322160720825,0.8292000889778137,0.5200381875038147,0.7980278730392456,0.5961593389511108,0.8530445694923401,0.545102596282959,0.8238970041275024,0.653728187084198,0.8594769835472107,0.5690580606460571,0.561394453048706,0.5772327780723572,0.5567991137504578,7.843167
128,0.6018617153167725,0.7949314713478088,0.6020951271057129,0.8248908519744873,0.589183509349823,0.8157498836517334,0.5906040668487549,0.849782407283783,0.6361898183822632,0.8244828581809998,0.6460593342781067,0.8593212366104126,0.6026777029037476,0.5594417452812195,0.592546820640564,0.5544213652610779,7.907603
129,0.6111689805984497,0.8026846051216125,0.6061722040176392,0.823219358921051,0.5988860726356506,0.828538179397583,0.5929325819015503,0.8497183918952942,0.6479824781417847,0.8310577273368835,0.6501230597496033,0.8592758178710938,0.6072924733161926,0.5577990412712097,0.5971782207489014,0.5534288883209229,7.956988
130,0.6252523064613342,0.8036136031150818,0.6067419052124023,0.8224086761474609,0.612185001373291,0.829533040523529,0.59426349401474,0.8507450222969055,0.6608354449272156,0.8354265093803406,0.6483063101768494,0.8585522770881653,0.6159490346908569,0.5575011968612671,0.6019108295440674,0.552361249923706,8.038895
131,0.7104665040969849,0.8065539002418518,0.6044043302536011,0.8246209025382996,0.7064526081085205,0.8350365161895752,0.5934213399887085,0.8506298661231995,0.7487035989761353,0.8345829844474792,0.6459744572639465,0.8590124249458313,0.6307762861251831,0.5566297769546509,0.6203073263168335,0.5511102676391602,8.119973
132,0.7259989976882935,0.8084402680397034,0.6065412759780884,0.824418842792511,0.7197859287261963,0.8356650471687317,0.5953953266143799,0.8483379483222961,0.7591577172279358,0.8334139585494995,0.6469863653182983,0.8588577508926392,0.6339461803436279,0.5567410588264465,0.6258554458618164,0.550555944442749,8.185617
133,0.7451916933059692,0.8191547989845276,0.6126145124435425,0.8254761099815369,0.7338725924491882,0.8402085900306702,0.6001573801040649,0.8482688069343567,0.7711454629898071,0.8376591801643372,0.6509221196174622,0.8615022301673889,0.6597015857696533,0.556792676448822,0.651474118232727,0.5508807301521301,8.249844
134,0.7454132437705994,0.8201772570610046,0.619367241859436,0.8200666904449463,0.7324768304824829,0.8414306640625,0.6068360805511475,0.8404156565666199,0.7707260251045227,0.8383195400238037,0.6502112746238708,0.8604894876480103,0.6611692309379578,0.557745099067688,0.6603003144264221,0.5519205927848816,8.30464
135,0.7272040843963623,0.8199141025543213,0.6212962865829468,0.8183762431144714,0.7206624746322632,0.8403815627098083,0.6081780195236206,0.8390599489212036,0.7573887705802917,0.8385350704193115,0.6537755727767944,0.8603573441505432,0.6615332365036011,0.5568518042564392,0.6608438491821289,0.5505850911140442,8.37042
136,0.689788281917572,0.8219431638717651,0.7167709469795227,0.8189404010772705,0.6831828355789185,0.8449901342391968,0.7020522356033325,0.8464406132698059,0.7521542906761169,0.8542041182518005,0.7756830453872681,0.8596441745758057,0.671822726726532,0.5568686723709106,0.6673246026039124,0.5499979257583618,8.421261
137,0.7180688381195068,0.8088687062263489,0.726550281047821,0.8114057183265686,0.7150128483772278,0.8332858681678772,0.7125754952430725,0.8368972539901733,0.7627757787704468,0.8527272343635559,0.7695118188858032,0.8555309772491455,0.6928409337997437,0.5584670901298523,0.6947474479675293,0.5536682605743408,8.47043
138,0.7361008524894714,0.8141458630561829,0.7135603427886963,0.786270797252655,0.7291341423988342,0.8362630605697632,0.6967794895172119,0.797544538974762,0.7740811109542847,0.851500928401947,0.7330509424209595,0.8328927755355835,0.6937136054039001,0.5536177754402161,0.7023091316223145,0.5458705425262451,8.519656
