frame,time_s,front,toe_x,toe_y,heel_x,heel_y
38,,left,0.2287749797105789,0.8632951378822327,0.1938386410474777,0.8088893294334412
47,,right,0.3596143126487732,0.8709642887115479,0.3203861713409424,0.8079066872596741
56,,left,0.5583757162094116,0.873000979423523,0.5042756795883179,0.8220730423927307
64,,right,0.7474714517593384,0.882459819316864,0.6826587915420532,0.8308591246604919
72,,left,0.938109576702118,0.8598546385765076,0.8652945756912231,0.817328155040741
85,,right,1.1065008640289309,0.8877038359642029,1.0934441089630127,0.8550800085067749
