frame,left_foot_x,left_foot_y,right_foot_x,right_foot_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
77,0.005246440880000591,0.7625601291656494,-0.0051360358484089375,0.7504474520683289,0.021707888692617416,0.8027045726776123,0.011122946627438068,0.794048011302948,0.06804440915584564,0.5039933323860168,0.02648192085325718,0.4834296405315399
78,0.0055306716822087765,0.7599988579750061,-0.004616901278495789,0.7443294525146484,0.0216066837310791,0.8006004095077515,0.010414587333798409,0.78670334815979,0.06897954642772675,0.503677248954773,0.027923310175538063,0.48224008083343506
79,0.01099642924964428,0.7609778642654419,-0.0072761713527143,0.745107114315033,0.025386443361639977,0.8020336627960205,0.01158730685710907,0.7893797755241394,0.07101566344499588,0.5033338069915771,0.031141916289925575,0.4824643135070801
80,0.014192052185535431,0.7587910294532776,-0.0009840060956776142,0.7495872378349304,0.03302980214357376,0.7995018362998962,0.01350335218012333,0.792578935623169,0.07087170332670212,0.5069195628166199,0.03223981335759163,0.48652228713035583
81,0.01658308133482933,0.7587153911590576,-0.001436800928786397,0.7440704107284546,0.034809261560440063,0.8010669946670532,0.01250546146184206,0.792064905166626,0.07205387204885483,0.5096994638442993,0.0342353880405426,0.4894285202026367
82,0.021562207490205765,0.7600383162498474,-0.002672821283340454,0.7402521967887878,0.03964773193001747,0.8011556267738342,0.009186582639813423,0.7881696820259094,0.07287300378084183,0.5099881291389465,0.03586742654442787,0.490290105342865
83,0.02369118109345436,0.7612277865409851,-0.0052158948965370655,0.7406604290008545,0.04044049233198166,0.8041046857833862,0.009997077286243439,0.7914837598800659,0.07544369995594025,0.5115299224853516,0.03724750503897667,0.49376174807548523
84,0.020487338304519653,0.7615528702735901,-0.006624442990869284,0.7429774403572083,0.03644797205924988,0.8040369749069214,0.00846634991466999,0.7892777919769287,0.08322452008724213,0.5158408284187317,0.04824957624077797,0.4986713230609894
85,0.01951438933610916,0.7607049942016602,-0.007596208248287439,0.7429124116897583,0.034394167363643646,0.8044388890266418,0.008116832934319973,0.7888414859771729,0.08726786077022552,0.5167626738548279,0.052113115787506104,0.49851498007774353
86,0.01832491159439087,0.7604835033416748,-0.007906743325293064,0.7505137324333191,0.03517412394285202,0.8044643998146057,0.012287197634577751,0.7960528135299683,0.08927856385707855,0.5199649930000305,0.05608602613210678,0.49999895691871643
87,0.017791572958230972,0.7601478695869446,-6.277319334913045e-05,0.7549019455909729,0.035382628440856934,0.8045623302459717,0.01782957650721073,0.8018308877944946,0.09029477834701538,0.5226263403892517,0.05838882923126221,0.5000563263893127
88,0.017169438302516937,0.7598901391029358,0.02438736893236637,0.7525280117988586,0.03469686955213547,0.8042544722557068,0.0417904332280159,0.8031291365623474,0.09273695945739746,0.5209537148475647,0.06175149232149124,0.49936410784721375
89,0.005725749768316746,0.7607738971710205,0.060806553810834885,0.7596277594566345,0.018974894657731056,0.8098793029785156,0.07390251010656357,0.8106068968772888,0.09715403616428375,0.520034670829773,0.06494377553462982,0.497653990983963
90,0.005856802221387625,0.7613404393196106,0.06543943285942078,0.7614619135856628,0.025198783725500107,0.8109869360923767,0.08433587849140167,0.8106467127799988,0.10018090903759003,0.519372820854187,0.06931576877832413,0.49603521823883057
91,0.0067322030663490295,0.7615750432014465,0.1073162779211998,0.7650836706161499,0.02753997966647148,0.8103961944580078,0.14673498272895813,0.7946702241897583,0.1067839041352272,0.5187761187553406,0.07811291515827179,0.495828777551651
92,0.0071470411494374275,0.7614443898200989,0.11595086753368378,0.7654300928115845,0.03161824494600296,0.8102615475654602,0.15169911086559296,0.7861039638519287,0.11148176342248917,0.517290472984314,0.08380909264087677,0.4951026141643524
93,0.007742191199213266,0.7614622712135315,0.12343224138021469,0.7638199329376221,0.034774623811244965,0.810012698173523,0.16006626188755035,0.7816166281700134,0.11510678380727768,0.5170975923538208,0.08858861029148102,0.49492183327674866
94,0.008250267244875431,0.7617635130882263,0.12987171113491058,0.7629856467247009,0.03600683435797691,0.8109312057495117,0.16471189260482788,0.7795379161834717,0.11852606385946274,0.5170225501060486,0.09212460368871689,0.4948456883430481
95,0.014115440659224987,0.7616472840309143,0.14040637016296387,0.7680704593658447,0.036411501467227936,0.8106718063354492,0.1743813455104828,0.7910978198051453,0.13537444174289703,0.5168916583061218,0.1117045059800148,0.4969730079174042
