frame,left_foot_x,left_foot_y,right_foot_x,right_foot_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
57,0.5047027468681335,0.825287938117981,0.3411639332771301,0.7983381748199463,0.5593072772026062,0.8758259415626526,0.3653791546821594,0.8753941059112549,0.4906209409236908,0.5099471211433411,0.4650699496269226,0.4929642975330353
58,0.5074730515480042,0.8257125616073608,0.36017942428588867,0.7763145565986633,0.5642129182815552,0.878879725933075,0.3719368875026703,0.8685901165008545,0.4993005394935608,0.5094879269599915,0.47712892293930054,0.49026310443878174
59,0.502066433429718,0.8047701716423035,0.4693736135959625,0.7628690004348755,0.5501852035522461,0.8771112561225891,0.49912357330322266,0.8482476472854614,0.5129426717758179,0.4832340478897095,0.5126280784606934,0.4688290059566498
60,0.5104148387908936,0.8213954567909241,0.5105113983154297,0.7747320532798767,0.5600329041481018,0.8769542574882507,0.5388756394386292,0.8498097062110901,0.5217077136039734,0.4805109202861786,0.5232840776443481,0.45980849862098694
61,0.5109914541244507,0.8249525427818298,0.5269309282302856,0.7799357175827026,0.5623425841331482,0.8775005340576172,0.5728336572647095,0.8531525731086731,0.5291658639907837,0.4778391420841217,0.5328187942504883,0.44980013370513916
62,0.5122975707054138,0.8216299414634705,0.5690212249755859,0.7824930548667908,0.558522641658783,0.8787921667098999,0.6153609156608582,0.8549972176551819,0.5368849039077759,0.4779926538467407,0.5447635650634766,0.45167186856269836
63,0.5165513753890991,0.8198029398918152,0.6807933449745178,0.8205829858779907,0.5592926144599915,0.8802075982093811,0.7420135140419006,0.8763769268989563,0.5655611753463745,0.4843527674674988,0.5900293588638306,0.46691563725471497
64,0.5211603045463562,0.8136390447616577,0.6826587915420532,0.8308591246604919,0.5611956119537354,0.8811305165290833,0.7474714517593384,0.882459819316864,0.5777328610420227,0.4853905141353607,0.6020698547363281,0.4676136374473572
65,0.5279595851898193,0.810703694820404,0.6778508424758911,0.8329430222511292,0.5605945587158203,0.8808144927024841,0.7403268218040466,0.8828974962234497,0.588874101638794,0.4858153462409973,0.6136639714241028,0.4680721163749695
66,0.5422686338424683,0.8004022240638733,0.6795392632484436,0.8313823342323303,0.5631842017173767,0.8803554773330688,0.7434157133102417,0.884251058101654,0.6054285168647766,0.4863876700401306,0.6275238394737244,0.4685608148574829
67,0.6547894477844238,0.794577956199646,0.6519610285758972,0.8007382750511169,0.6880921125411987,0.8447317481040955,0.6912669539451599,0.854054868221283,0.6555771231651306,0.48174935579299927,0.668948769569397,0.466683030128479
68,0.6585911512374878,0.7780689597129822,0.6779206395149231,0.8126426339149475,0.7002162337303162,0.8288143873214722,0.7372193932533264,0.867134690284729,0.657697856426239,0.4706130027770996,0.6809095740318298,0.4615098237991333
69,0.773596465587616,0.7783447504043579,0.6819419264793396,0.8195895552635193,0.8234434127807617,0.8310576677322388,0.7376026511192322,0.8787916302680969,0.7035568952560425,0.4627496004104614,0.7069674730300903,0.4546714723110199
70,0.8083840608596802,0.7820890545845032,0.6833478212356567,0.8241940140724182,0.8649020195007324,0.8354364633560181,0.7395930290222168,0.8876405954360962,0.7169115543365479,0.46607720851898193,0.7237555980682373,0.4549260437488556
71,0.8415190577507019,0.7836225628852844,0.6877857446670532,0.8258925080299377,0.9031583666801453,0.839979350566864,0.741276741027832,0.8886423707008362,0.7294279932975769,0.46859803795814514,0.732998251914978,0.4564155340194702
72,0.8652945756912231,0.817328155040741,0.7110084295272827,0.8045147657394409,0.9381095767021179,0.8598546385765076,0.7398685216903687,0.8867968320846558,0.7723325490951538,0.4690512418746948,0.7895021438598633,0.4562672972679138
73,0.8536732792854309,0.8197430968284607,0.7286524772644043,0.7873987555503845,0.9021778106689453,0.8614343404769897,0.7648583650588989,0.8754991888999939,0.7776249647140503,0.4709184765815735,0.8010177612304688,0.4569666087627411
74,0.8641087412834167,0.8286739587783813,0.7534081935882568,0.7760002613067627,0.9241656064987183,0.864176332950592,0.7978283762931824,0.8651131391525269,0.7873895168304443,0.47565513849258423,0.8139349222183228,0.45726972818374634
75,0.8902468681335449,0.8347045183181763,0.8884250521659851,0.7574060559272766,0.9429727792739868,0.8731480240821838,0.9198322296142578,0.8198161721229553,0.8238962888717651,0.4766504168510437,0.8593037724494934,0.445154070854187
76,0.8793296813964844,0.8288318514823914,0.9308751225471497,0.7639557123184204,0.9380030632019043,0.8720037937164307,0.9697535634040833,0.8264898657798767,0.8307563662528992,0.476808100938797,0.8717034459114075,0.44248753786087036
77,0.8808807134628296,0.8253206610679626,0.9735725522041321,0.7526911497116089,0.9426959156990051,0.8721959590911865,1.017625093460083,0.8198835849761963,0.8457255363464355,0.4768659174442291,0.8839088678359985,0.4397537410259247
78,0.8822373151779175,0.8243370652198792,0.9401779174804688,0.7071244716644287,0.9359146952629089,0.8743286728858948,0.9661361575126648,0.7483445405960083,0.8880029916763306,0.4843970835208893,0.933369517326355,0.44212019443511963
79,0.8869702219963074,0.8229724764823914,0.9355165362358093,0.7174240946769714,0.9392482042312622,0.8749791383743286,0.9655922055244446,0.7717055082321167,0.9006654620170593,0.4885609447956085,0.9489591717720032,0.4435212314128876
80,0.8915365934371948,0.8221061825752258,0.9282495379447937,0.7258905172348022,0.9419733285903931,0.8782678246498108,0.954308807849884,0.7820307016372681,0.9148906469345093,0.4890791177749634,0.9638282656669617,0.44414079189300537
81,0.9858212471008301,0.8211395740509033,1.0521233081817627,0.7978042364120483,1.003922462463379,0.8551590442657471,1.0809320211410522,0.8167141079902649,0.9674971699714661,0.4830302596092224,1.0268504619598389,0.43582284450531006
82,0.988179087638855,0.7583990097045898,1.0008214712142944,0.7762901186943054,1.00311279296875,0.8089259266853333,1.0691324472427368,0.8067275285720825,0.9761329889297485,0.47789672017097473,1.0057976245880127,0.43750619888305664
83,1.0678584575653076,0.7589890360832214,1.1132748126983643,0.785479724407196,1.0971750020980835,0.8244206309318542,1.1572357416152954,0.8111075758934021,0.9813106656074524,0.474276602268219,1.033620834350586,0.43873366713523865
84,1.0822055339813232,0.7993528842926025,1.102921962738037,0.819154679775238,1.0859901905059814,0.8303597569465637,1.1181089878082275,0.8439484238624573,1.0143530368804932,0.49975791573524475,1.0799596309661865,0.46914592385292053
85,1.0832599401474,0.8499897718429565,1.0934441089630127,0.8550800085067749,1.0872156620025635,0.8818362951278687,1.1065008640289307,0.8877038359642029,1.0294320583343506,0.4977456033229828,1.0820362567901611,0.4779781401157379
135,1.401539921760559,0.8291156888008118,1.2786933183670044,0.8090649843215942,1.4952096939086914,0.8700854182243347,1.4637147188186646,0.878391683101654,1.1068148612976074,0.6701288223266602,0.9532977938652039,0.7074546217918396
136,1.2114019393920898,0.9058246612548828,1.1981775760650635,0.8911852240562439,1.2541124820709229,0.9828895330429077,1.3135179281234741,0.9931851029396057,1.015038013458252,0.6931847929954529,0.9492053985595703,0.7081333994865417
