frame,left_foot_x,left_foot_y,right_foot_x,right_foot_y,left_toe_x,left_toe_y,right_toe_x,right_toe_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y
23,-0.005273042246699333,0.8208627700805664,-0.010326432064175606,0.7538439035415649,0.01057045254856348,0.8754685521125793,-0.00018030978390015662,0.8357419967651367,0.07422006130218506,0.5532044768333435,0.038014404475688934,0.5146347284317017
24,0.007712681777775288,0.8195989727973938,0.007431765552610159,0.7760241627693176,0.0233446154743433,0.8713155388832092,0.020654354244470596,0.840946614742279,0.07644893229007721,0.5478625893592834,0.038645241409540176,0.5129998922348022
25,0.017569590359926224,0.8192043304443359,0.014947205781936646,0.7796478867530823,0.036113109439611435,0.8703571557998657,0.029148632660508156,0.8453160524368286,0.08021923899650574,0.5438323616981506,0.04213941842317581,0.5121718645095825
26,0.01726890355348587,0.8189707398414612,0.019891003146767616,0.792918860912323,0.04060709476470947,0.8698040843009949,0.04353554919362068,0.8559098839759827,0.08368095010519028,0.542845606803894,0.04545516520738602,0.5122936367988586
27,0.010673065669834614,0.8148037791252136,0.031211230903863907,0.8014587163925171,0.03515788912773132,0.8653003573417664,0.05953628569841385,0.8617896437644958,0.08679921925067902,0.5437649488449097,0.048956163227558136,0.513903021812439
28,0.01964193396270275,0.8164145350456238,0.032561708241701126,0.8163944482803345,0.053757090121507645,0.865114152431488,0.06908191740512848,0.868002712726593,0.10025200992822647,0.5431861281394958,0.06451860070228577,0.514634907245636
29,0.01982368528842926,0.8129428029060364,0.030337128788232803,0.8158859610557556,0.05883956700563431,0.862882673740387,0.0665709376335144,0.8684987425804138,0.10753566026687622,0.5378292798995972,0.0728485956788063,0.5125717520713806
30,0.019235482439398766,0.8131306767463684,0.03367926552891731,0.8161126375198364,0.05730169266462326,0.8630263805389404,0.06764506548643112,0.8703649640083313,0.11547987163066864,0.53901606798172,0.08225488662719727,0.5133004784584045
31,0.029511887580156326,0.8130002617835999,0.029854997992515564,0.8209905028343201,0.07229925692081451,0.8633354902267456,0.0654868632555008,0.8727195858955383,0.12082569301128387,0.5400978922843933,0.090789794921875,0.5162310004234314
32,0.041914813220500946,0.774285614490509,0.03448384255170822,0.8175808787345886,0.061944764107465744,0.8450872898101807,0.06472961604595184,0.8708052039146423,0.15186691284179688,0.5402952432632446,0.11008866131305695,0.5159443616867065
33,0.04802043363451958,0.7805406451225281,0.037774525582790375,0.8136314153671265,0.06007752940058708,0.847814679145813,0.06331256031990051,0.8700786828994751,0.1636839509010315,0.5386908054351807,0.12011893838644028,0.5133901834487915
34,0.06572537869215012,0.775036633014679,0.03734563663601875,0.8146206140518188,0.0685620903968811,0.8483049273490906,0.06114988774061203,0.870060384273529,0.17158670723438263,0.5299963355064392,0.13018883764743805,0.5076100826263428
35,0.08739674836397171,0.7660884261131287,0.03646373748779297,0.814439058303833,0.08729647845029831,0.8445165753364563,0.06379064917564392,0.868658721446991,0.17645074427127838,0.5262304544448853,0.13480636477470398,0.5000424981117249
36,0.16752226650714874,0.7750113606452942,0.040977802127599716,0.8142282366752625,0.20147088170051575,0.8469899296760559,0.06782141327857971,0.8696367144584656,0.19529353082180023,0.5239237546920776,0.1500423103570938,0.5004727840423584
37,0.1840570867061615,0.7950134873390198,0.04225325584411621,0.8137832880020142,0.22095902264118195,0.8557748794555664,0.07240603864192963,0.8693389296531677,0.203644797205925,0.5229944586753845,0.15912333130836487,0.49912840127944946
38,0.19383864104747772,0.8088893294334412,0.04266611486673355,0.8137964010238647,0.22877497971057892,0.8632951378822327,0.07209626585245132,0.8698444366455078,0.21173664927482605,0.5249149799346924,0.1645135134458542,0.5005477666854858
39,0.19427268207073212,0.8154534697532654,0.04693745821714401,0.8136770725250244,0.23212480545043945,0.8688182830810547,0.07373609393835068,0.869765043258667,0.2173813283443451,0.52602219581604,0.17107564210891724,0.5014321208000183
40,0.1924089640378952,0.8192338347434998,0.08689205348491669,0.7840144038200378,0.22839419543743134,0.8719666600227356,0.08461961895227432,0.8646053075790405,0.25214821100234985,0.5267432928085327,0.210455060005188,0.4981842041015625
41,0.19141517579555511,0.8216379880905151,0.10954320430755615,0.7687578797340393,0.22606167197227478,0.8743151426315308,0.09900286793708801,0.8535908460617065,0.2625727355480194,0.523294985294342,0.22438299655914307,0.4912421405315399
42,0.19278156757354736,0.819537878036499,0.13647642731666565,0.7569610476493835,0.22467577457427979,0.8734325766563416,0.13219399750232697,0.838990330696106,0.26526808738708496,0.5202690362930298,0.22949321568012238,0.487568199634552
43,0.2053954303264618,0.8204494118690491,0.2090788632631302,0.7734124660491943,0.25172287225723267,0.8747093677520752,0.2454996407032013,0.8443503975868225,0.29241102933883667,0.5100194215774536,0.25630638003349304,0.47475674748420715
44,0.20139940083026886,0.8196524381637573,0.2624635398387909,0.7913299798965454,0.22937548160552979,0.8739938735961914,0.3074871897697449,0.8533093929290771,0.29441767930984497,0.506087601184845,0.2648013234138489,0.47861891984939575
45,0.1969076693058014,0.8187161087989807,0.28853973746299744,0.8010482788085938,0.22407937049865723,0.8733723759651184,0.3311886191368103,0.8582144975662231,0.3042346239089966,0.5068044066429138,0.2721176743507385,0.47925955057144165
46,0.19523511826992035,0.8188344836235046,0.30586400628089905,0.8029500246047974,0.22406038641929626,0.8735424876213074,0.3481273651123047,0.8630110621452332,0.3127080202102661,0.5057692527770996,0.2808865010738373,0.4790775179862976
47,0.19562318921089172,0.8185197710990906,0.3203861713409424,0.8079066872596741,0.22269436717033386,0.8737071752548218,0.3596143126487732,0.8709642887115479,0.31683653593063354,0.5076030492782593,0.28609687089920044,0.47977644205093384
48,0.2217082530260086,0.8017444014549255,0.31615471839904785,0.8193358778953552,0.23460766673088074,0.8691721558570862,0.3624585270881653,0.8759077191352844,0.34508126974105835,0.5051007270812988,0.3234686553478241,0.4810067117214203
49,0.2428503781557083,0.7945582866668701,0.318142831325531,0.8248574137687683,0.24471914768218994,0.8643624782562256,0.3652958869934082,0.8781077265739441,0.35402435064315796,0.5058295130729675,0.3353058993816376,0.48896095156669617
50,0.2725432515144348,0.783150315284729,0.3158496022224426,0.8210758566856384,0.2814657390117645,0.8493994474411011,0.36372852325439453,0.8775883316993713,0.3623393476009369,0.5024681687355042,0.3503614366054535,0.48864129185676575
51,0.3462402820587158,0.7623575329780579,0.32651951909065247,0.8193292021751404,0.36312347650527954,0.8341360688209534,0.36300569772720337,0.8765662312507629,0.400489866733551,0.48926687240600586,0.3705694079399109,0.47912344336509705
52,0.3761051297187805,0.7583642601966858,0.32018333673477173,0.818317174911499,0.3919392228126526,0.8359249830245972,0.36187270283699036,0.8759143352508545,0.4138628840446472,0.48594632744789124,0.3802836239337921,0.4730694591999054
53,0.407465398311615,0.758279025554657,0.3272530734539032,0.8174173831939697,0.43872684240341187,0.8285541534423828,0.36322981119155884,0.8763824701309204,0.4185159206390381,0.48841696977615356,0.38702383637428284,0.4740802049636841
54,0.4362640976905823,0.7643440365791321,0.32490867376327515,0.8178911805152893,0.4839478135108948,0.8290551900863647,0.3600238263607025,0.8781331181526184,0.4238102436065674,0.490010142326355,0.3947815001010895,0.47522979974746704
55,0.5050898790359497,0.8096083998680115,0.32990387082099915,0.8187551498413086,0.5568093061447144,0.8640944361686707,0.3628995716571808,0.8786585330963135,0.46368688344955444,0.5058621168136597,0.43501463532447815,0.49227839708328247
56,0.5042756795883179,0.8220730423927307,0.3339456617832184,0.8103227615356445,0.5583757162094116,0.873000979423523,0.3659873306751251,0.8782663941383362,0.4765184819698334,0.5105363726615906,0.4471292495727539,0.49399471282958984
